6,AO MSZ,Namibe,sea
6,AO PBN,Porto Amboim,sea
6,AO SOQ,Soyo,sea
10,AR BHI,Bahia Blanca,sea
10,AR BUE,Buenos Aires,sea
10,AR CRD,Comodoro Rivadavia,sea
10,AR COU,"Concepcion del
Uruguay",sea
10,AR MDQ,Mar del Plata,sea
10,AR NEC,Necochea,sea
10,AR PMY,Puerto Madryn,sea
10,AR RGL,Rio Gallegos,sea
10,AR ROS,Rosario,sea
10,AR SFN,Santa Fe,sea
10,AR USH,Ushuaia,sea
12,AW ORJ,Oranjestad,sea
13,AU PAE,Adelaide,sea
13,AU BNE,Brisbane,sea
13,AU CNS,Cairns,sea
13,AU DRW,Darwin,sea
13,AU DPO,Devonport,sea
13,AU FRE,Fremantle,sea
13,AU GEX,Geelong,sea
13,AU HBA,Hobart,sea
13,AU MKY,Mackay,sea
13,AU MEL,Melbourne,sea
13,AU SYD,Sydney,sea
13,AU TSV,Townsville,sea
15,AZ BAK,Baku,sea
16,BS FPO,Freeport,sea
16,BS NAS,Nassau,sea
